timeOpen;timeClose;timeHigh;timeLow;open;high;low;close;volume;marketCap;timestamp
"2022-11-01T00:00:00.000Z";"2022-11-30T23:59:59.999Z";"2022-11-05T01:12:00.000Z";"2022-11-22T10:04:00.000Z";0.6727804639;0.7406174493;0.3581620431;0.4104152722;3649893194.68;761354883.58;"2022-11-30T23:59:59.999Z"
"2022-10-01T00:00:00.000Z";"2022-10-31T23:59:59.999Z";"2022-10-30T08:13:00.000Z";"2022-10-21T12:22:00.000Z";0.6981283917;0.7269158888;0.5861722072;0.6728611392;3561696383.47;1248214062.58;"2022-10-31T23:59:59.999Z"
"2022-09-01T00:00:00.000Z";"2022-09-30T23:59:59.999Z";"2022-09-10T08:46:00.000Z";"2022-09-21T22:20:00.000Z";0.7730136453;0.8271494459;0.6729539004;0.6981410966;4126072834.57;1295110511.9;"2022-09-30T23:59:59.999Z"
"2022-08-01T00:00:00.000Z";"2022-08-31T23:59:59.999Z";"2022-08-14T09:34:00.000Z";"2022-08-29T01:37:00.000Z";0.9764986894;1.1264823356;0.7448703807;0.7729744914;5766419851.88;1431864438.83;"2022-08-31T23:59:59.999Z"
"2022-07-01T00:00:00.000Z";"2022-07-31T23:59:59.999Z";"2022-07-30T16:29:00.000Z";"2022-07-13T13:34:00.000Z";0.8802836298;1.0899893509;0.7620894746;0.9766840254;7554327903.93;1809244451.36;"2022-07-31T23:59:59.999Z"
"2022-06-01T00:00:00.000Z";"2022-06-30T23:59:59.999Z";"2022-06-01T00:05:00.000Z";"2022-06-18T20:13:00.000Z";1.0860546504;1.0906806242;0.7313598739;0.8792344455;7475313600.92;1625894879.84;"2022-06-30T23:59:59.999Z"
"2022-05-01T00:00:00.000Z";"2022-05-31T23:59:59.999Z";"2022-05-05T03:29:00.000Z";"2022-05-12T07:19:00.000Z";1.430232691;1.6743400365;0.6306589441;1.0858084097;13677691389.47;2002316274.63;"2022-05-31T23:59:59.999Z"
"2022-04-01T00:00:00.000Z";"2022-04-30T23:59:59.999Z";"2022-04-03T22:49:00.000Z";"2022-04-30T23:13:00.000Z";2.610441711;2.7627256974;1.3625208579;1.4301022968;8623557706.89;2634925253.28;"2022-04-30T23:59:59.999Z"
"2022-03-01T00:00:00.000Z";"2022-03-31T23:59:59.999Z";"2022-03-01T13:58:00.000Z";"2022-03-15T09:10:00.000Z";2.8444077053;2.9203411074;2.2313773298;2.6094348388;13847623588.84;4803465051.09;"2022-03-31T23:59:59.999Z"
"2022-02-01T00:00:00.000Z";"2022-02-28T23:59:59.999Z";"2022-02-09T00:18:00.000Z";"2022-02-24T07:37:00.000Z";2.8257057022;3.5352593216;2.2068437675;2.8439701321;26222923319.9;5210488581.5;"2022-02-28T23:59:59.999Z"
"2022-01-01T00:00:00.000Z";"2022-01-31T23:59:59.999Z";"2022-01-06T14:37:00.000Z";"2022-01-22T10:11:00.000Z";3.2715811922;3.4261760881;1.7419202206;2.8268710922;19584228583.28;5157621883.3;"2022-01-31T23:59:59.999Z"
"2021-12-01T00:00:00.000Z";"2021-12-31T23:59:59.999Z";"2021-12-01T17:58:42.000Z";"2021-12-04T05:28:11.000Z";4.6446770501;4.8195815504;2.6240858815;3.2706709147;34211096000.31;5967477220.23;"2021-12-31T23:59:59.999Z"
"2021-11-01T00:00:00.000Z";"2021-11-30T23:59:59.999Z";"2021-11-25T09:46:10.000Z";"2021-11-10T21:26:09.000Z";2.8885251751;5.9023171899;2.229021876;4.6350496927;103861212952.3;8457166061.08;"2021-11-30T23:59:59.999Z"
"2021-10-01T00:00:00.000Z";"2021-10-31T23:59:59.999Z";"2021-10-30T22:36:22.000Z";"2021-10-01T03:00:14.000Z";0.6895737427;4.6911079006;0.6805428243;2.8922603838;49913035495.07;5255062400.31;"2021-10-31T23:59:59.999Z"
"2021-09-01T00:00:00.000Z";"2021-09-30T23:59:59.999Z";"2021-09-05T23:52:12.000Z";"2021-09-22T00:50:33.000Z";0.94338807;1.07942773;0.6018002726;0.6882315023;4209747498.6;1250499221.62;"2021-09-30T23:59:59.999Z"
"2021-08-01T00:00:00.000Z";"2021-08-31T23:59:59.999Z";"2021-08-30T01:30:36.000Z";"2021-08-03T05:05:16.000Z";0.71752455;1.10580236;0.66341201;0.94317296;6598035833.25;1693350608.27;"2021-08-31T23:59:59.999Z"
"2021-07-01T00:00:00.000Z";"2021-07-31T23:59:59.999Z";"2021-07-08T01:35:09.000Z";"2021-07-20T10:01:07.000Z";0.58001889;0.84592679;0.49494811;0.71919175;6045616935.39;1215898543.41;"2021-07-31T23:59:59.999Z"
"2021-06-01T00:00:00.000Z";"2021-06-30T23:59:59.999Z";"2021-06-03T10:55:09.000Z";"2021-06-22T13:56:09.000Z";0.84947224;0.90365748;0.37371735;0.58002303;2051440862.85;916631748.63;"2021-06-30T23:59:59.999Z"
"2021-05-01T00:00:00.000Z";"2021-05-31T23:59:59.999Z";"2021-05-07T15:46:09.000Z";"2021-05-23T16:44:09.000Z";1.48775911;1.60180573;0.49184814;0.85073315;6797187167.3;1344557643.18;"2021-05-31T23:59:59.999Z"
"2021-04-01T00:00:00.000Z";"2021-04-30T23:59:59.999Z";"2021-04-17T13:53:10.000Z";"2021-04-07T11:37:09.000Z";1.02811788;1.63488533;0.83992007;1.48679937;11780021093.13;2346303096.49;"2021-04-30T23:59:59.999Z"
"2021-03-01T00:00:00.000Z";"2021-03-31T23:59:59.999Z";"2021-03-14T15:12:09.000Z";"2021-03-01T00:00:09.000Z";0.23631171;1.18921382;0.23631171;1.02742616;19568756210.94;1621423362.43;"2021-03-31T23:59:59.999Z"
"2021-02-01T00:00:00.000Z";"2021-02-28T23:59:59.999Z";"2021-02-13T04:34:08.000Z";"2021-02-01T14:34:08.000Z";0.15478104;0.36709398;0.14519656;0.23622609;4208518444;371947132.2;"2021-02-28T23:59:59.999Z"
"2021-01-01T00:00:00.000Z";"2021-01-31T23:59:59.999Z";"2021-01-23T05:42:08.000Z";"2021-01-03T08:23:08.000Z";0.07824546;0.20162143;0.07623061;0.15470521;4518235439.49;237323555.32;"2021-01-31T23:59:59.999Z"
"2020-12-01T00:00:00.000Z";"2020-12-31T23:59:59.999Z";"2020-12-05T19:40:10.000Z";"2020-12-24T07:14:07.000Z";0.08805522;0.09945205;0.07032501;0.07825147;580482422.77;116107505.13;"2020-12-31T23:59:59.999Z"
"2020-11-01T00:00:00.000Z";"2020-11-30T23:59:59.999Z";"2020-11-10T01:21:07.000Z";"2020-11-03T06:13:07.000Z";0.06520871;0.11078924;0.05971242;0.08805237;889389654.9;130652889.89;"2020-11-30T23:59:59.999Z"
"2020-10-01T00:00:00.000Z";"2020-10-31T23:59:59.999Z";"2020-10-01T07:20:35.000Z";"2020-10-30T11:28:07.000Z";0.0839297;0.08681267;0.06095005;0.06520871;801245281.21;96774833.01;"2020-10-31T23:59:59.999Z"
"2020-09-01T00:00:00.000Z";"2020-09-30T23:59:59.999Z";"2020-09-02T07:55:42.000Z";"2020-09-22T12:32:29.000Z";0.09137233;0.10388668;0.06633018;0.08384073;1636862378.29;122620195.99;"2020-09-30T23:59:59.999Z"
"2020-08-01T00:00:00.000Z";"2020-08-31T23:59:59.999Z";"2020-08-28T10:11:30.000Z";"2020-08-29T10:57:30.000Z";0.09131929;0.11870725;0.00100346;0.09128218;942766723.93;131511531.39;"2020-08-31T23:59:59.999Z"
"2020-07-01T00:00:00.000Z";"2020-07-31T23:59:59.999Z";"2020-07-21T01:01:02.000Z";"2020-07-05T21:24:13.000Z";0.0378401979;0.0527905265;0.0376082825;0.0457162685;15159428.86;65865082.15;"2020-07-31T23:59:59.999Z"
"2020-06-01T00:00:00.000Z";"2020-06-30T23:59:59.999Z";"2020-06-22T16:03:03.000Z";"2020-06-28T04:45:02.000Z";0.0397923339;0.0464774868;0.0355012776;0.0376939059;9342540.69;53222907.41;"2020-06-30T23:59:59.999Z"
"2020-05-01T00:00:00.000Z";"2020-05-31T23:59:59.999Z";"2020-05-26T08:30:03.000Z";"2020-05-01T00:00:02.000Z";0.0316311534;0.0439236103;0.0316311534;0.0397793178;19443503.44;54489144.96;"2020-05-31T23:59:59.999Z"
"2020-04-01T00:00:00.000Z";"2020-04-30T23:59:59.999Z";"2020-04-30T04:52:01.000Z";"2020-04-01T17:54:04.000Z";0.0263396412;0.0348123289;0.0247186493;0.0316311534;24261283.74;43340188.92;"2020-04-30T23:59:59.999Z"
"2020-03-01T00:00:00.000Z";"2020-03-31T23:59:59.999Z";"2020-03-06T23:49:01.000Z";"2020-03-13T02:23:09.000Z";0.0371084387;0.0490991391;0.0140505435;0.0263396412;12892874.68;27660350.59;"2020-03-31T23:59:59.999Z"
"2020-02-01T00:00:00.000Z";"2020-02-29T23:59:59.999Z";"2020-02-09T10:04:06.000Z";"2020-02-01T00:05:01.000Z";0.0352971419;0.0691090581;0.0352628028;0.0370955268;8488369.61;38955552.53;"2020-02-29T23:59:59.999Z"
"2020-01-01T00:00:00.000Z";"2020-01-31T23:59:59.999Z";"2020-01-16T12:31:05.000Z";"2020-01-01T03:22:05.000Z";0.0301279535;0.0391260403;0.0300836334;0.0353423815;8138269.71;37114501.81;"2020-01-31T23:59:59.999Z"
